time_s,theta_rad,omega_rad_s,torque_Nm,desired_velocity_rad_s
0.0009999275207519531,-1.046959639887083,-0.0366300366300365,0.003312884999999977,20.91320165343763
0.0019998550415039062,-0.0001907377737087046,-0.012210012210012167,0.012339481499999947,0.006386227206164306
0.0029997825622558594,-0.0001907377737087046,-0.0366300366300365,-0.02183658165000009,-0.0473258554798552
0.0039997100830078125,-0.0001907377737087046,-0.0366300366300365,-0.016340038485000104,-0.04182931231485521
0.004999637603759766,-0.0001907377737087046,-0.0366300366300365,-0.005348149636500127,-0.030837423466355235
0.005999565124511719,-0.0001907377737087046,-0.0366300366300365,-0.025665449672850154,-0.051154723502705265
0.006999492645263672,-0.0001907377737087046,-0.0366300366300365,-0.004666019705565183,-0.03015529353542029
0.007999420166015625,-0.0001907377737087046,-0.0366300366300365,-0.012961532735008701,-0.03845080656486381
0.008999347686767578,-0.0001907377737087046,-0.0366300366300365,-0.03251749446150787,-0.058006768291362976
0.009999275207519531,-0.0001907377737087046,-0.0366300366300365,-0.03501286001535713,-0.06050213384521225
0.010999202728271484,-0.0001907377737087046,-0.0366300366300365,-0.055393689013821454,-0.08088296284367656
0.011999130249023438,-0.0001907377737087046,-0.0366300366300365,-0.049556435112439345,-0.07504570894229445
0.01299905776977539,-0.0001907377737087046,-0.0366300366300365,-0.035242906601195445,-0.06073218043105055
0.013998985290527344,-0.0001907377737087046,-0.0366300366300365,-0.05560073094107594,-0.08109000477093105
0.014998912811279297,-0.0001907377737087046,-0.0366300366300365,-0.04974277284696838,-0.07523204667682348
0.01599884033203125,-0.0001907377737087046,-0.0366300366300365,-0.02332061056227158,-0.04880988439212669
0.016998767852783203,-0.0001907377737087046,-0.0366300366300365,-0.014645664506044445,-0.04013493833589955
0.017998695373535156,-0.0001907377737087046,-0.0366300366300365,0.002221786944559956,-0.023267486885295154
0.01899862289428711,-0.0001907377737087046,-0.0366300366300365,0.008342493250103937,-0.01714678057975117
0.019998550415039062,-0.0001907377737087046,-0.0366300366300365,0.01385112892509352,-0.011638144904761588
0.020998477935791016,-0.0001907377737087046,-0.0366300366300365,0.04297390103258414,0.01748462720272903
0.02199840545654297,-0.0001907377737087046,-0.0366300366300365,0.05106439592932569,0.025575122099470583
0.022998332977294922,-0.0001907377737087046,-0.0366300366300365,0.06439084133639308,0.038901567506537976
0.023998260498046875,-0.0001907377737087046,-0.0366300366300365,0.07939964220275375,0.05391036837289864
0.024998188018798828,-0.0001907377737087046,-0.0366300366300365,0.08081756298247834,0.055328289152623236
0.02599811553955078,-0.0001907377737087046,-0.0366300366300365,0.10022869168423046,0.07473941785437535
0.026998043060302734,-0.0001907377737087046,-0.0366300366300365,0.10560870751580737,0.08011943368595226
0.027997970581054688,-0.0001907377737087046,-0.0366300366300365,0.10743572176422661,0.0819464479343715
0.02899789810180664,-0.0001907377737087046,-0.0366300366300365,0.11814003458780392,0.09265076075794884
0.029997825622558594,-0.0001907377737087046,-0.0366300366300365,0.1156839161290235,0.0901946422991684
0.030997753143310547,-0.0001907377737087046,-0.0366300366300365,0.11650340951612112,0.09101413568626601
0.0319976806640625,-0.0001907377737087046,-0.0366300366300365,0.12025595356450897,0.09476667973465386
0.03299760818481445,-0.0001907377737087046,-0.0366300366300365,0.12363324320805802,0.09814396937820291
0.033997535705566406,-0.0001907377737087046,-0.012210012210012167,0.13271780388725218,0.12676454959341654
0.03499746322631836,-0.7806897077897315,-0.28083028083027983,0.14089390849852693,15.530023839628932
0.03599739074707031,-0.7806897077897315,-0.012210012210012167,0.1482524026486742,15.752278548675294
0.036997318267822266,-0.7806897077897315,-0.012210012210012167,0.15790504738380676,15.761931193410426
0.03799724578857422,-0.7806897077897315,-0.0366300366300365,0.15450242764542604,15.738992554136027
0.03899717330932617,-0.7806897077897315,-0.012210012210012167,0.1574850698808834,15.761511215907502
0.039997100830078125,-0.7806897077897315,0.012210012210012167,0.16016944789279502,15.783731613455435
0.04099702835083008,-0.7806897077897315,-0.012210012210012167,0.15654038810351548,15.760566534130135
0.04199695587158203,-0.7806897077897315,-0.012210012210012167,0.15931923429316389,15.763345380319784
0.042996883392333984,-0.7806897077897315,-0.0366300366300365,0.1678651958638475,15.752355322354449
0.04399681091308594,-0.7806897077897315,-0.012210012210012167,0.1664815612774627,15.770507707304082
0.04499673843383789,-0.7806897077897315,-0.012210012210012167,0.1803412901497164,15.784367436176336
0.045996665954589844,-0.7806897077897315,-0.012210012210012167,0.1807400461347447,15.784766192161365
0.0469965934753418,-0.7806897077897315,-0.012210012210012167,0.17806892652127018,15.78209507254789
0.04799652099609375,-0.7806897077897315,-0.012210012210012167,0.18170991886914314,15.785736064895763
0.0489964485168457,-0.7806897077897315,-0.012210012210012167,0.17289681198222878,15.776922958008848
0.049996376037597656,-0.7806897077897315,-0.012210012210012167,0.17404001578400585,15.778066161810624
0.05099630355834961,-0.7806897077897315,-0.012210012210012167,0.17808389920560524,15.782110045232224
0.05199623107910156,-0.7806897077897315,-0.0366300366300365,0.17567839428504467,15.760168520775643
0.052996158599853516,-0.7806897077897315,-0.012210012210012167,0.17049843985654017,15.77452458588316
0.05399608612060547,-0.7806897077897315,-0.0366300366300365,0.15979148087088613,15.744281607361485
0.05499601364135742,-0.7806897077897315,-0.012210012210012167,0.16224521778379747,15.766271363810416
0.055995941162109375,-0.7806897077897315,-0.012210012210012167,0.16445358100541768,15.768479727032037
0.05699586868286133,-0.7806897077897315,-0.012210012210012167,0.1271561079048759,15.731182253931495
